brand,model_year,mileage_km,engine_size_l,transmission,fuel_type,num_owners,condition_score,price
Toyota,2022,25202,3.1,Manual,Electric,1,10,24519
Honda,2013,149345,4.0,Automatic,Diesel,4,9,10195
Chevrolet,2009,184961,4.3,Manual,Gasoline,4,7,8212
Chevrolet,2011,234707,3.7,Automatic,Diesel,1,7,9189
Toyota,2005,209120,2.8,Automatic,Electric,3,1,2565
BMW,2011,229839,2.5,Automatic,Diesel,1,1,7841
Toyota,2022,224882,4.1,Automatic,Diesel,3,9,13668
BMW,2013,108235,3.1,Manual,Diesel,4,9,12740
BMW,2001,50510,3.8,Manual,Gasoline,3,10,12661
Ford,2008,92945,4.6,Automatic,Diesel,1,3,12445
Chevrolet,2009,247802,4.7,Manual,Electric,4,8,7810
Hyundai,2016,75649,2.1,Automatic,Diesel,2,9,14759
BMW,2016,111723,1.8,Manual,Diesel,4,1,14527
Ford,2002,7881,2.0,Manual,Diesel,1,3,12280
Chevrolet,2018,50913,4.0,Manual,Gasoline,1,6,18877
Hyundai,2000,116860,2.5,Automatic,Electric,4,4,1910
BMW,2011,89785,1.7,Manual,Diesel,4,8,12967
BMW,2006,201109,1.4,Automatic,Electric,4,9,5894
Toyota,2003,67457,2.3,Manual,Electric,3,7,10011
Toyota,2009,171415,1.5,Automatic,Gasoline,2,1,1540
Chevrolet,2012,198461,1.6,Manual,Electric,3,2,8656
Hyundai,2001,214322,3.7,Automatic,Diesel,1,1,2879
BMW,2009,240561,1.1,Automatic,Gasoline,4,9,4207
Chevrolet,2020,144728,1.5,Automatic,Gasoline,3,4,13004
Chevrolet,2021,10741,4.4,Manual,Electric,3,10,19999
Honda,2003,152733,4.4,Automatic,Gasoline,1,8,8724
Toyota,2017,102091,2.3,Manual,Electric,3,5,14256
Hyundai,2004,33690,1.4,Automatic,Electric,1,5,9253
BMW,2018,37833,3.8,Automatic,Gasoline,3,5,23394
Chevrolet,2001,107566,2.4,Automatic,Diesel,2,5,7698
BMW,2011,76240,1.2,Manual,Electric,1,3,12125
Honda,2016,249731,1.6,Manual,Gasoline,2,6,4487
Hyundai,2009,111898,1.5,Manual,Gasoline,3,1,7029
Chevrolet,2001,82711,3.4,Manual,Electric,2,8,10068
BMW,2005,193213,4.6,Manual,Electric,2,4,2349
Toyota,2007,214304,4.2,Manual,Electric,2,6,7186
Honda,2018,44023,3.2,Manual,Electric,3,2,19923
Hyundai,2010,45209,2.7,Automatic,Diesel,1,2,16889
Honda,2011,98590,3.5,Automatic,Diesel,3,8,15334
Toyota,2008,91612,2.8,Manual,Diesel,3,1,13099
Hyundai,2001,85522,2.0,Manual,Diesel,3,8,6328
Honda,2007,116654,3.7,Manual,Gasoline,1,10,7936
Ford,2010,150512,4.5,Manual,Electric,4,10,11825
Toyota,2020,124107,2.5,Manual,Gasoline,3,1,15781
Toyota,2003,144032,4.4,Automatic,Gasoline,3,9,10121
Toyota,2009,27462,2.7,Manual,Diesel,1,1,17400
Ford,2020,22821,2.6,Manual,Gasoline,4,4,18030
Ford,2019,193844,1.1,Manual,Diesel,4,9,12021
BMW,2015,163330,3.8,Automatic,Electric,4,1,7245
Chevrolet,2007,97889,4.2,Automatic,Diesel,4,9,12756
Honda,2003,93952,3.7,Automatic,Electric,1,8,11202
BMW,2009,198596,1.6,Automatic,Diesel,1,5,2117
Honda,2011,158187,1.4,Manual,Gasoline,4,6,9338
Chevrolet,2013,123066,3.3,Automatic,Gasoline,2,5,10516
Ford,2015,182505,2.6,Automatic,Diesel,1,4,9086
Chevrolet,2021,226576,2.7,Automatic,Electric,2,10,13090
Ford,2017,224339,4.9,Automatic,Electric,2,4,10447
Chevrolet,2020,224393,3.9,Automatic,Diesel,4,10,11514
BMW,2021,241005,2.6,Manual,Gasoline,4,8,10988
Hyundai,2020,84364,1.1,Automatic,Electric,3,8,17778
BMW,2011,75077,1.1,Automatic,Diesel,2,9,12244
Honda,2017,45644,3.7,Automatic,Electric,3,3,21880
BMW,2006,67643,4.4,Manual,Gasoline,4,10,12846
Toyota,2019,18311,3.8,Manual,Electric,2,8,24149
Honda,2022,134466,2.6,Manual,Diesel,1,3,16736
Chevrolet,2006,35531,1.1,Manual,Electric,3,2,12367
Honda,2008,19588,4.9,Manual,Electric,4,2,14299
Hyundai,2000,54416,4.9,Manual,Gasoline,2,9,14011
Ford,2005,148452,3.2,Manual,Gasoline,4,4,7417
Chevrolet,2005,178717,1.3,Manual,Gasoline,3,5,8488
Honda,2021,153890,3.2,Automatic,Gasoline,4,2,15219
Chevrolet,2011,166929,4.6,Automatic,Diesel,4,9,11113
Chevrolet,2021,26711,3.7,Manual,Electric,1,7,21036
Chevrolet,2011,141169,3.9,Automatic,Electric,4,3,11151
Ford,2009,121348,1.3,Manual,Electric,2,6,11655
BMW,2022,164465,1.4,Automatic,Electric,2,7,14942
Chevrolet,2005,27076,1.5,Automatic,Diesel,1,6,12335
Toyota,2016,89274,4.6,Manual,Gasoline,2,10,19347
Hyundai,2018,62609,3.1,Automatic,Electric,4,10,17584
Ford,2017,165389,4.2,Manual,Electric,4,6,12492
Honda,2005,240837,1.5,Manual,Gasoline,2,8,4
Ford,2018,63480,4.7,Automatic,Gasoline,3,8,21802
Honda,2009,12044,4.3,Manual,Electric,4,5,19373
Ford,2007,207105,1.9,Automatic,Gasoline,2,4,2347
Honda,2020,60486,4.5,Automatic,Electric,4,5,19125
Chevrolet,2005,60162,2.1,Manual,Electric,4,9,10720
BMW,2020,215359,1.8,Manual,Electric,1,10,8486
Honda,2006,34882,2.1,Manual,Electric,2,6,12926
Honda,2000,59078,4.6,Manual,Electric,4,3,13317
Toyota,2017,63734,4.7,Manual,Electric,3,3,19549
Honda,2019,243680,2.3,Automatic,Gasoline,2,1,10270
Toyota,2011,113730,3.8,Manual,Diesel,3,5,9972
Hyundai,2015,179898,3.7,Automatic,Diesel,2,6,10298
Chevrolet,2009,92985,4.2,Manual,Electric,3,8,9557
Toyota,2009,49028,2.2,Automatic,Gasoline,3,9,13523
BMW,2013,187403,3.0,Automatic,Electric,2,7,13693
Chevrolet,2019,103938,3.7,Automatic,Gasoline,1,1,20144
Toyota,2009,123319,1.1,Automatic,Electric,1,7,9406
Chevrolet,2009,37543,2.5,Automatic,Electric,2,10,14784
Chevrolet,2010,129279,3.8,Manual,Diesel,4,9,12696
Chevrolet,2022,34362,2.0,Automatic,Gasoline,2,4,17824
Hyundai,2001,163387,4.8,Manual,Gasoline,2,7,6818
BMW,2019,163818,1.1,Automatic,Diesel,4,9,7520
Ford,2007,146129,4.8,Manual,Diesel,2,1,4480
Ford,2022,247721,1.9,Automatic,Diesel,2,10,9321
Toyota,2006,47915,1.2,Automatic,Diesel,4,9,15951
Chevrolet,2007,157133,2.2,Manual,Gasoline,4,4,10075
Toyota,2000,56370,4.1,Manual,Gasoline,1,8,12871
Hyundai,2020,170229,4.0,Automatic,Diesel,3,3,14323
Hyundai,2001,116375,1.8,Automatic,Electric,3,2,8299
Honda,2017,147394,1.8,Manual,Electric,1,8,11206
Hyundai,2014,74812,3.6,Automatic,Electric,1,8,13792
Honda,2000,213914,2.8,Automatic,Electric,3,3,-236
BMW,2004,39017,4.2,Manual,Gasoline,1,8,10336
Toyota,2001,61792,1.1,Automatic,Gasoline,2,6,12143
BMW,2019,163814,3.4,Automatic,Gasoline,1,10,15295
Hyundai,2002,233208,3.9,Manual,Electric,1,9,898
BMW,2018,200880,5.0,Automatic,Diesel,1,10,13297
BMW,2017,134198,3.7,Manual,Electric,1,6,14369
BMW,2021,22629,1.9,Manual,Gasoline,3,8,23438
Hyundai,2017,133614,1.4,Automatic,Electric,4,2,16395
Chevrolet,2013,144317,3.6,Automatic,Diesel,3,1,13654
BMW,2007,101950,3.1,Manual,Diesel,3,10,12487
Honda,2011,179942,4.6,Manual,Electric,4,10,11241
Hyundai,2020,231706,3.9,Automatic,Gasoline,3,2,11246
BMW,2009,69829,3.0,Manual,Gasoline,2,4,13092
Chevrolet,2022,15588,2.6,Automatic,Gasoline,4,10,22548
Hyundai,2019,136514,2.6,Manual,Electric,2,9,14278
Ford,2016,110280,1.9,Manual,Gasoline,3,7,12688
Chevrolet,2010,239051,1.1,Manual,Electric,3,9,1427
Honda,2001,213411,3.3,Automatic,Gasoline,4,9,2059
BMW,2003,45721,1.8,Manual,Diesel,3,9,7791
Ford,2000,173217,1.8,Manual,Diesel,1,8,1312
Ford,2014,15599,1.5,Manual,Gasoline,2,6,16600
Hyundai,2012,77594,1.8,Manual,Electric,2,10,13940
Ford,2007,218814,1.1,Automatic,Gasoline,1,7,3344
Honda,2003,213502,3.7,Manual,Electric,4,2,4213
Honda,2009,139011,2.6,Automatic,Diesel,4,1,9567
Toyota,2018,27149,3.2,Manual,Electric,1,5,23429
Honda,2017,132616,3.5,Manual,Gasoline,1,8,17984
Chevrolet,2004,202639,4.9,Automatic,Diesel,2,3,4799
Ford,2018,146280,1.3,Automatic,Electric,1,7,14023
Honda,2022,202170,2.7,Manual,Electric,1,5,12240
Hyundai,2021,114034,2.0,Manual,Diesel,1,10,12955
Toyota,2015,185564,2.9,Manual,Gasoline,3,8,11751
Ford,2000,25951,4.7,Automatic,Diesel,1,6,11447
Toyota,2011,184992,3.9,Manual,Gasoline,3,6,7892
Ford,2001,51766,3.6,Automatic,Gasoline,2,7,9545
Hyundai,2020,62014,2.8,Manual,Electric,2,7,17390
Toyota,2007,164423,3.7,Automatic,Gasoline,4,4,11543
BMW,2017,220288,1.1,Automatic,Gasoline,2,10,5675
Chevrolet,2015,185458,3.3,Automatic,Diesel,4,10,10719
Chevrolet,2004,92122,3.2,Manual,Diesel,3,10,6717
Ford,2021,14308,2.4,Manual,Gasoline,1,8,20021
BMW,2012,64252,1.8,Automatic,Electric,2,6,11060
Toyota,2018,211217,4.2,Automatic,Diesel,1,8,12972
BMW,2002,231103,1.2,Automatic,Electric,4,7,-3202
BMW,2007,88211,1.3,Manual,Diesel,3,1,11851
Toyota,2011,164136,2.8,Manual,Diesel,2,4,6364
Hyundai,2001,189951,2.0,Manual,Gasoline,1,7,124
BMW,2010,131534,4.0,Automatic,Diesel,4,9,13172
BMW,2011,13720,3.5,Manual,Diesel,1,2,20770
Hyundai,2017,131204,4.1,Manual,Electric,2,5,14166
BMW,2012,179012,2.3,Manual,Diesel,1,9,9938
BMW,2004,84993,4.0,Automatic,Diesel,3,9,9061
BMW,2021,204547,4.4,Manual,Electric,2,6,12751
Chevrolet,2011,52113,2.4,Manual,Gasoline,4,7,14277
Honda,2001,53926,2.4,Manual,Gasoline,2,9,7948
Hyundai,2004,174275,4.6,Manual,Diesel,4,10,9667
BMW,2006,224973,1.2,Manual,Diesel,4,8,3855
Chevrolet,2011,141464,2.4,Automatic,Electric,2,10,9263
Hyundai,2015,30905,1.5,Automatic,Gasoline,4,6,11650
Ford,2022,209580,1.1,Automatic,Gasoline,2,6,9269
Ford,2007,55385,1.5,Automatic,Gasoline,3,7,13948
BMW,2008,35653,2.7,Manual,Electric,3,7,13867
Chevrolet,2014,96865,3.7,Manual,Electric,1,2,16603
Chevrolet,2004,220792,2.2,Automatic,Electric,3,9,5863
Hyundai,2012,130813,4.4,Automatic,Diesel,4,4,13973
Hyundai,2004,150871,2.8,Automatic,Gasoline,1,10,9016
Chevrolet,2010,196175,4.9,Manual,Diesel,1,9,8352
Hyundai,2009,20052,4.8,Manual,Diesel,2,10,20123
Chevrolet,2019,142116,4.1,Manual,Electric,1,3,14871
Honda,2012,155943,4.7,Automatic,Gasoline,2,5,10369
Chevrolet,2008,225375,3.8,Automatic,Diesel,1,5,9760
Ford,2020,248791,4.6,Automatic,Gasoline,3,7,11320
Hyundai,2013,156306,1.9,Manual,Diesel,2,4,8059
Chevrolet,2017,26381,2.4,Manual,Electric,4,4,19331
Chevrolet,2014,153346,4.0,Automatic,Diesel,1,1,9761
Hyundai,2009,248234,2.7,Automatic,Electric,3,6,1377
Honda,2006,223912,4.3,Manual,Gasoline,3,4,4584
Honda,2007,88108,4.5,Manual,Diesel,2,10,10214
Hyundai,2002,240020,2.2,Automatic,Diesel,2,10,-249
Toyota,2014,54892,4.3,Automatic,Electric,2,5,14931
Hyundai,2015,186593,1.6,Manual,Electric,4,9,11130
Hyundai,2003,96501,2.3,Automatic,Gasoline,4,4,11244
Honda,2020,219992,3.1,Automatic,Electric,4,1,7921
Honda,2005,88391,1.9,Manual,Gasoline,1,9,13643
Hyundai,2000,22920,3.3,Automatic,Diesel,4,5,12674
Hyundai,2003,21702,3.3,Manual,Gasoline,2,10,13700
Hyundai,2010,239529,1.8,Automatic,Gasoline,3,7,977
Honda,2011,6894,4.2,Manual,Gasoline,3,3,14872
Hyundai,2004,35985,3.5,Automatic,Diesel,2,4,12528
Hyundai,2022,164359,2.3,Automatic,Diesel,4,10,14236
BMW,2020,130702,1.9,Automatic,Electric,4,9,14175
Toyota,2015,78527,4.5,Manual,Gasoline,2,10,17671
Ford,2012,151511,4.3,Automatic,Diesel,3,1,9895
Toyota,2012,133676,1.9,Automatic,Gasoline,1,5,9768
BMW,2016,230692,1.1,Manual,Gasoline,3,8,6856
Ford,2006,47235,4.2,Automatic,Gasoline,4,10,19480
Hyundai,2007,163731,3.5,Manual,Diesel,3,7,3474
BMW,2012,29976,1.4,Manual,Gasoline,4,4,15551
Hyundai,2022,240311,3.3,Manual,Gasoline,3,7,11653
Honda,2015,87643,2.8,Automatic,Electric,2,1,14558
Chevrolet,2003,203937,4.1,Manual,Gasoline,4,6,5236
BMW,2007,112631,1.8,Automatic,Electric,1,9,13034
Honda,2015,204378,2.8,Manual,Gasoline,1,3,9571
BMW,2020,61697,1.6,Automatic,Electric,2,4,14425
BMW,2009,75382,4.8,Manual,Diesel,3,8,15549
Honda,2011,21651,4.1,Manual,Diesel,2,5,17197
Ford,2011,185116,3.9,Automatic,Gasoline,2,5,7911
Toyota,2004,19633,3.8,Manual,Electric,1,1,13792
Hyundai,2015,84164,2.7,Automatic,Diesel,1,6,14855
BMW,2000,5569,4.7,Manual,Gasoline,4,2,12667
Hyundai,2008,195972,1.3,Automatic,Gasoline,4,1,3897
Chevrolet,2011,72509,4.2,Manual,Electric,4,6,12824
Honda,2004,128425,1.9,Manual,Electric,2,5,7912
Hyundai,2021,106126,2.3,Automatic,Gasoline,2,5,16218
Honda,2019,132522,3.1,Manual,Electric,4,9,15902
Hyundai,2021,38038,4.1,Automatic,Electric,1,10,20467
Toyota,2002,185160,4.4,Automatic,Diesel,1,10,3403
Toyota,2004,209249,3.3,Manual,Electric,3,3,2894
Toyota,2001,210538,2.6,Manual,Gasoline,4,1,1115
Toyota,2013,208288,4.8,Manual,Electric,2,8,9363
Toyota,2001,202865,2.0,Automatic,Gasoline,3,5,1528
Toyota,2012,209858,4.2,Automatic,Gasoline,3,5,4401
Honda,2006,43138,3.4,Manual,Electric,3,8,17550
BMW,2009,199382,2.5,Automatic,Electric,4,8,4798
Hyundai,2012,164829,1.0,Manual,Electric,4,2,5141
Toyota,2015,206466,2.8,Manual,Diesel,4,3,11063
Honda,2013,242957,2.1,Manual,Diesel,1,10,3626
Honda,2010,215099,1.4,Automatic,Electric,3,10,5548
Honda,2009,226902,1.3,Automatic,Gasoline,1,1,728
BMW,2005,192223,2.4,Manual,Electric,4,3,3481
Hyundai,2003,115740,3.5,Automatic,Diesel,1,4,7530
BMW,2020,116174,4.4,Manual,Diesel,1,7,16290
Ford,2000,54272,1.7,Manual,Electric,2,9,10136
Honda,2006,142980,2.7,Automatic,Gasoline,4,5,10385
Ford,2008,146916,2.6,Manual,Gasoline,3,1,6323
Chevrolet,2007,56455,3.1,Manual,Diesel,4,2,12738
Toyota,2004,239237,4.2,Manual,Diesel,1,10,1098
Toyota,2018,73447,3.2,Manual,Diesel,4,2,17439
BMW,2009,210599,4.4,Manual,Gasoline,4,9,9412
Hyundai,2010,82108,3.1,Automatic,Diesel,2,10,13719
Ford,2014,179138,3.4,Automatic,Diesel,2,7,9510
Hyundai,2005,231301,2.7,Manual,Gasoline,4,2,1822
BMW,2014,176076,4.3,Automatic,Diesel,2,1,10132
Toyota,2004,43333,4.7,Manual,Diesel,1,5,13111
Hyundai,2018,126219,3.6,Manual,Electric,1,1,13583
Hyundai,2021,88029,4.3,Manual,Diesel,1,9,20144
Toyota,2018,44697,1.2,Manual,Electric,2,3,14365
Ford,2009,22634,4.6,Automatic,Diesel,4,2,11092
Toyota,2011,130520,1.8,Automatic,Diesel,1,6,12004
Hyundai,2021,29561,2.0,Manual,Electric,3,3,19705
Ford,2003,154105,1.2,Automatic,Diesel,1,5,4231
Ford,2017,208959,4.9,Manual,Electric,4,10,10953
Toyota,2015,60063,4.4,Automatic,Diesel,1,8,17336
Hyundai,2007,30921,4.7,Manual,Electric,3,10,14022
BMW,2003,24340,4.4,Manual,Electric,1,2,15737
Hyundai,2022,67781,2.9,Manual,Diesel,1,5,18507
Honda,2011,19901,4.7,Automatic,Diesel,4,8,15415
Chevrolet,2001,15638,4.9,Automatic,Electric,1,1,14569
BMW,2003,174668,3.0,Manual,Gasoline,1,10,7536
Ford,2004,222986,1.7,Automatic,Diesel,2,10,1685
BMW,2002,49324,3.6,Automatic,Diesel,4,4,14053
Ford,2008,93356,4.9,Automatic,Gasoline,4,5,13820
Ford,2020,226668,4.5,Automatic,Gasoline,4,10,12416
BMW,2017,37642,4.4,Automatic,Electric,4,3,19633
Ford,2010,30378,4.7,Automatic,Diesel,1,2,17879
Ford,2002,55867,4.6,Automatic,Electric,3,3,13762
Honda,2022,78686,4.1,Automatic,Diesel,3,5,21206
Hyundai,2001,47875,3.9,Automatic,Gasoline,2,7,11727
Hyundai,2008,123171,2.1,Automatic,Electric,1,2,8783
Chevrolet,2013,225667,3.5,Automatic,Diesel,4,7,9319
Chevrolet,2003,105061,3.1,Automatic,Diesel,4,6,7172
Honda,2008,219801,4.4,Automatic,Gasoline,3,7,3592
Chevrolet,2012,69377,3.0,Manual,Gasoline,2,7,15102
BMW,2017,59691,1.5,Manual,Diesel,1,9,14391
Toyota,2014,245575,1.0,Automatic,Gasoline,2,7,1935
Toyota,2009,229409,3.7,Automatic,Gasoline,1,6,9067
Toyota,2015,200375,3.2,Automatic,Electric,2,10,3535
Honda,2011,196911,2.3,Manual,Diesel,2,8,8503
Honda,2019,54063,1.7,Manual,Electric,4,7,15546
Ford,2004,96782,2.9,Automatic,Gasoline,3,6,7555
Toyota,2001,83343,1.4,Automatic,Diesel,4,4,7496
BMW,2009,88071,2.3,Automatic,Gasoline,3,7,16251
Chevrolet,2000,141564,2.5,Automatic,Gasoline,2,8,6124
BMW,2006,126399,2.9,Automatic,Diesel,1,8,6840
Chevrolet,2016,36357,2.9,Manual,Gasoline,4,4,17891
Toyota,2015,207910,2.0,Automatic,Electric,1,10,8027
Toyota,2002,37314,4.4,Manual,Diesel,4,9,8787
Toyota,2013,184769,2.4,Automatic,Gasoline,4,3,8577
Honda,2009,75283,1.9,Automatic,Gasoline,4,9,10690
Chevrolet,2021,64567,1.7,Manual,Gasoline,1,3,19250
Honda,2006,52006,2.3,Manual,Diesel,4,7,11283
Honda,2016,196083,1.3,Automatic,Electric,4,4,11488
Hyundai,2005,242778,1.1,Manual,Gasoline,4,5,1166
BMW,2022,146758,3.4,Automatic,Gasoline,1,3,16288
BMW,2021,173521,3.5,Manual,Gasoline,4,2,17954
Ford,2003,66606,3.1,Manual,Diesel,1,8,11170
Honda,2016,23891,4.0,Automatic,Gasoline,3,7,23293
Chevrolet,2008,188187,1.2,Automatic,Gasoline,4,7,2729
Hyundai,2003,106732,4.7,Manual,Gasoline,2,8,6128
Hyundai,2006,196791,1.4,Automatic,Diesel,3,1,3609
BMW,2022,231536,3.7,Manual,Electric,1,8,14824
Honda,2001,209102,1.5,Manual,Diesel,2,10,-1248
Ford,2016,172795,4.5,Automatic,Electric,1,5,11981
Honda,2007,34877,3.0,Manual,Electric,1,8,10703
Toyota,2022,229589,1.3,Automatic,Diesel,4,9,10157
Honda,2014,19026,3.5,Automatic,Gasoline,2,2,18224
Toyota,2014,25422,1.0,Manual,Electric,1,3,16747
Toyota,2007,145316,4.1,Automatic,Gasoline,3,6,8431
Ford,2015,38481,3.6,Manual,Electric,4,9,18045
Chevrolet,2018,94180,1.9,Manual,Gasoline,3,10,16947
BMW,2010,114384,2.5,Automatic,Gasoline,3,10,11712
Honda,2001,63031,1.0,Automatic,Diesel,4,8,8458
Toyota,2022,144593,3.8,Manual,Gasoline,1,6,18375
Honda,2016,137818,2.3,Automatic,Electric,3,5,13875
Chevrolet,2015,88127,3.3,Manual,Gasoline,1,3,19413
BMW,2014,97254,4.8,Manual,Gasoline,1,4,16727
Chevrolet,2012,73232,2.2,Manual,Gasoline,4,7,14634
BMW,2014,148084,5.0,Manual,Electric,3,7,13187
Hyundai,2003,85224,3.5,Manual,Electric,3,3,9664
BMW,2015,159529,2.0,Automatic,Electric,4,4,7856
Ford,2011,206644,2.7,Manual,Gasoline,1,3,5430
Chevrolet,2003,241503,4.0,Manual,Diesel,1,2,4381
Toyota,2002,34960,2.8,Manual,Electric,4,6,8050
Hyundai,2021,238094,1.3,Manual,Gasoline,1,7,11887
Ford,2016,92695,1.7,Manual,Electric,1,4,13364
Honda,2021,135066,4.2,Manual,Diesel,3,5,15129
Chevrolet,2017,143982,3.6,Automatic,Gasoline,1,8,13648
Toyota,2017,7693,3.3,Automatic,Electric,1,9,21996
BMW,2022,120313,1.7,Manual,Electric,1,7,16060
Toyota,2016,151930,4.4,Manual,Diesel,1,10,18125
Honda,2011,33810,4.8,Manual,Electric,4,1,18080
Hyundai,2022,25092,1.2,Automatic,Gasoline,4,3,20766
Hyundai,2020,224851,1.3,Manual,Gasoline,4,5,10136
Chevrolet,2003,184772,4.5,Manual,Diesel,1,3,5837
Hyundai,2011,63105,4.3,Manual,Diesel,4,1,14754
Chevrolet,2022,166577,3.5,Manual,Diesel,2,2,15075
Chevrolet,2021,209300,4.8,Manual,Gasoline,2,8,14592
Chevrolet,2020,33555,3.6,Manual,Diesel,2,7,21014
BMW,2019,76934,1.9,Automatic,Electric,3,10,19565
Ford,2014,77788,3.9,Manual,Electric,1,3,18117
Chevrolet,2022,82257,3.6,Manual,Gasoline,3,4,17019
Chevrolet,2015,22939,4.9,Manual,Electric,4,3,21990
Ford,2004,147897,1.9,Manual,Diesel,1,4,5366
Toyota,2020,226859,3.4,Manual,Electric,2,8,10747
Chevrolet,2014,238563,4.1,Manual,Diesel,1,9,9990
BMW,2016,160223,2.4,Manual,Electric,3,7,12158
Hyundai,2017,133068,2.5,Manual,Gasoline,4,9,11953
Hyundai,2004,5036,4.6,Manual,Diesel,4,9,17362
Honda,2012,98948,2.6,Automatic,Electric,3,7,12680
Honda,2018,88707,3.5,Automatic,Gasoline,1,7,18845
Hyundai,2012,44051,4.6,Automatic,Electric,3,8,17668
Hyundai,2017,234369,1.8,Manual,Gasoline,4,10,9689
BMW,2013,85738,4.9,Automatic,Electric,2,3,17807
Ford,2003,78596,3.8,Automatic,Diesel,4,8,13061
Honda,2003,65071,3.0,Automatic,Diesel,4,1,8625
Ford,2019,135613,2.7,Automatic,Diesel,1,6,18174
BMW,2019,78601,4.8,Manual,Diesel,2,2,18786
Hyundai,2018,34873,1.8,Automatic,Diesel,4,7,15861
Chevrolet,2012,172720,2.2,Automatic,Electric,2,3,8729
Ford,2011,76468,2.2,Manual,Electric,3,10,13018
Hyundai,2006,31470,2.2,Automatic,Electric,1,5,11459
Hyundai,2011,201201,2.9,Manual,Electric,2,10,7943
Toyota,2020,13328,5.0,Automatic,Diesel,2,2,24537
Ford,2003,142405,4.6,Automatic,Gasoline,1,1,8250
Chevrolet,2001,126173,2.3,Automatic,Diesel,3,5,8159
Ford,2001,51638,2.7,Manual,Electric,2,9,9775
Hyundai,2004,16268,3.7,Automatic,Diesel,1,9,15137
Chevrolet,2022,206675,1.1,Automatic,Diesel,4,7,11464
BMW,2009,118920,4.3,Manual,Diesel,1,9,15974
Toyota,2009,115379,4.5,Automatic,Gasoline,4,4,10101
Hyundai,2008,153117,4.4,Automatic,Diesel,2,3,8413
Honda,2012,176813,2.5,Automatic,Diesel,2,4,12722
Honda,2006,224378,2.8,Automatic,Gasoline,2,7,3337
Toyota,2004,178842,1.0,Automatic,Diesel,3,8,212
BMW,2009,12887,2.6,Manual,Diesel,3,2,19124
Hyundai,2009,234790,2.8,Manual,Diesel,4,5,2618
Ford,2005,233978,4.6,Manual,Diesel,1,5,4597
Toyota,2018,241226,4.6,Automatic,Diesel,4,9,13093
BMW,2020,29918,4.9,Automatic,Electric,1,3,24005
Ford,2007,40497,4.5,Automatic,Diesel,2,6,13323
Honda,2000,98562,1.0,Automatic,Gasoline,1,10,10344
Honda,2016,197081,3.6,Automatic,Diesel,3,5,11800
Ford,2006,16929,1.3,Manual,Electric,1,2,12069
Toyota,2013,249364,2.1,Manual,Gasoline,1,2,2836
Honda,2020,107201,3.3,Manual,Gasoline,2,4,17802
Hyundai,2020,197834,3.8,Automatic,Diesel,2,4,15809
Chevrolet,2016,236545,3.6,Manual,Electric,3,7,8405
Ford,2008,215171,1.2,Manual,Diesel,1,1,-459
Ford,2016,121566,1.4,Manual,Electric,1,6,11012
Honda,2004,33546,1.5,Manual,Electric,1,9,10557
Toyota,2019,214496,1.4,Automatic,Diesel,2,2,5825
Hyundai,2007,173410,1.7,Automatic,Electric,3,5,6577
Toyota,2005,170355,3.8,Manual,Diesel,1,10,8751
BMW,2010,87494,4.3,Manual,Electric,1,10,12993
BMW,2018,214242,2.6,Manual,Gasoline,1,4,11474
Chevrolet,2003,220859,3.8,Manual,Diesel,1,4,1326
Honda,2017,51566,1.8,Manual,Electric,3,8,14359
Honda,2000,90464,4.9,Manual,Gasoline,3,6,7367
Honda,2012,238853,2.4,Manual,Gasoline,3,7,4001
Chevrolet,2013,133279,4.4,Manual,Gasoline,2,9,15213
BMW,2000,86991,4.8,Manual,Gasoline,1,3,10364
Toyota,2010,97680,4.5,Automatic,Diesel,1,2,11485
Chevrolet,2016,33013,1.3,Manual,Electric,1,3,15103
Chevrolet,2003,57132,3.6,Automatic,Gasoline,1,8,15082
Toyota,2011,223484,1.5,Automatic,Electric,4,9,6862
Honda,2009,228570,1.0,Manual,Electric,3,10,750
Hyundai,2005,164156,1.2,Manual,Electric,4,5,7145
Toyota,2000,112855,4.7,Automatic,Diesel,4,8,12869
BMW,2006,157215,4.6,Automatic,Diesel,2,7,8887
Ford,2020,96627,1.9,Manual,Gasoline,2,9,15862
Ford,2015,127772,3.2,Automatic,Electric,1,4,12358
Chevrolet,2013,150251,4.8,Manual,Diesel,4,10,12666
Ford,2022,234415,3.0,Manual,Diesel,4,3,12616
Hyundai,2019,194798,2.6,Automatic,Diesel,3,9,10494
Honda,2019,146294,2.9,Manual,Gasoline,4,8,15915
BMW,2005,196037,4.2,Automatic,Diesel,2,7,6099
Hyundai,2021,69068,2.9,Manual,Electric,4,1,17367
BMW,2004,160021,4.1,Manual,Diesel,2,2,7514
BMW,2020,21116,2.7,Automatic,Diesel,1,9,20612
Honda,2017,187124,2.0,Automatic,Gasoline,2,5,8866
Chevrolet,2014,56369,2.3,Manual,Electric,1,1,15024
Ford,2005,184889,1.3,Manual,Diesel,3,9,3925
Honda,2018,108100,3.0,Automatic,Electric,1,1,14240
Hyundai,2000,238982,1.6,Manual,Electric,4,8,-2679
Chevrolet,2000,219275,4.2,Automatic,Diesel,2,5,2416
Hyundai,2012,210383,2.7,Automatic,Gasoline,1,6,7694
Chevrolet,2002,34655,4.1,Automatic,Electric,1,1,12767
Hyundai,2009,193874,4.8,Manual,Diesel,1,2,9042
Honda,2020,52632,4.4,Automatic,Electric,1,7,23607
Chevrolet,2002,150265,4.8,Manual,Electric,1,2,4811
